YEAR,SQUARE,SITE_ID,SAMPLE_DATE,WATER_WIDTH,DEPTH1,DEPTH2,DEPTH3,SURF_VEL_CAT,ROCK_PAVEMT,BOULDER_COBBLE,PEBBLE_GRAVEL,SAND,SILT_CLAY,DOM_PART_SIZE,MACROPHYTE_COVER,LC07,EZ_DESC_07,LC07_NUM,COUNTRY,COUNTY07
1998,VLABYI,1,24-Sep-98,2.1,12,17,18,4,0,5,75,20,0,-3.25,12,25s,Lowlands (Scotland),33,SCO,Moray
1998,DOCHFG,1,24-Sep-98,0.8,7,7,7,1,0,20,70,0,10,-2,15,28s,Intermediate uplands and Islands (Scotland),36,SCO,Moray
1998,COIKIP,1,25-Sep-98,0.6,2,2,2,3,0,10,90,0,0,-3.25,2,27s,Lowlands (Scotland),35,SCO,Aberdeenshire
1998,ANHJGW,1,24-Aug-98,0.6,55,55,59,1,0,0,10,0,90,6.5,0,29s,Intermediate uplands and Islands (Scotland),37,SCO,Eilean Siar
1998,ZTUIEI,1,16-Sep-98,3.2,100,52,47,3,0,60,40,0,0,-6.5,0,28s,Intermediate uplands and Islands (Scotland),36,SCO,Highland
1998,JFYGIL,1,21-Aug-98,0.27,15,15,15,4,15,75,25,0,0,-7.75,8,30s,Intermediate uplands and Islands (Scotland),38,SCO,Eilean Siar
1998,ELWJGA,1,15-Jul-98,0.3,5,5,5,1,0,10,90,0,0,-4.5,0,29s,Intermediate uplands and Islands (Scotland),37,SCO,Highland
1998,YJTHLC,1,19-Sep-98,0.45,2,4,2,1,0,3,5,7,85,6.5,0,21s,True uplands (Scotland),29,SCO,Highland
1998,VIYZXK,1,18-Sep-98,0.6,10,20,19,1,0,5,10,25,60,8,35,28s,Intermediate uplands and Islands (Scotland),36,SCO,Highland
1998,KVEVJD,1,20-Aug-98,0.25,5,10,5,4,100,100,0,0,0,,0,29s,Intermediate uplands and Islands (Scotland),37,SCO,Eilean Siar
1998,QNUBNN,1,16-Jul-98,0.5,44,51,47,1,0,4,80,0,16,-4.5,30,21s,True uplands (Scotland),29,SCO,Highland
1998,SGZFTP,1,04-Aug-98,0.5,70,73,20,4,0,60,0,0,40,-7.75,20,21s,True uplands (Scotland),29,SCO,Highland
1998,QYXARR,1,20-Aug-98,1.9,15,18,12,3,15,85,15,0,0,-7.75,2,32s,Intermediate uplands and Islands (Scotland),40,SCO,Eilean Siar
1998,YUCTHB,1,20-Aug-98,1.5,20,10,10,3,0,75,25,0,0,-7.75,0,32s,Intermediate uplands and Islands (Scotland),40,SCO,Eilean Siar
1998,OVZQKU,1,27-Jun-98,2.1,14,25,32,2,0,85,15,0,0,-7.75,0,21s,True uplands (Scotland),29,SCO,Highland
1998,OQQSNF,1,19-Aug-98,2,18,21,21,3,0,85,15,0,0,-7.75,0,32s,Intermediate uplands and Islands (Scotland),40,SCO,Eilean Siar
1998,CIPHOQ,1,19-Aug-98,1.2,32,29,30,1,0,0,70,0,30,-3.25,0,32s,Intermediate uplands and Islands (Scotland),40,SCO,Eilean Siar
1998,GGCZVE,1,17-Jul-98,2.05,23,15,14,1,80,75,25,0,0,-6.5,0,28s,Intermediate uplands and Islands (Scotland),36,SCO,Highland
1998,JEPNTE,1,17-Jun-98,4,23,20,30,4,0,60,40,0,0,-6.5,1,21s,True uplands (Scotland),29,SCO,Highland
1998,QVCPLP,1,18-Aug-98,0.7,40,40,35,1,0,1,3,0,96,8,5,30s,Intermediate uplands and Islands (Scotland),38,SCO,Eilean Siar
1998,JTEHKQ,1,19-Jun-98,0.7,20,20,10,1,0,0,0,0,100,8,40,32s,Intermediate uplands and Islands (Scotland),40,SCO,Highland
1998,KUWSSI,1,19-Jun-98,1,3,3,3,1,0,0,0,0,100,8,20,28s,Intermediate uplands and Islands (Scotland),36,SCO,Highland
1998,JBQWJT,1,17-Jun-98,1.6,45,40,20,1,0,0,20,30,50,6.5,50,28s,Intermediate uplands and Islands (Scotland),36,SCO,Highland
1998,TZYVRC,1,18-Aug-98,0.73,1,5,5,1,90,35,65,0,0,-6.5,0,31s,Intermediate uplands and Islands (Scotland),39,SCO,Eilean Siar
1998,FPZGGG,1,18-Jun-98,2,8,10,10,3,0,20,80,0,0,-3.25,1,21s,True uplands (Scotland),29,SCO,Highland
1998,UTZMGL,1,17-Sep-98,0.85,12,16,10,4,100,0,0,0,100,,0,31s,Intermediate uplands and Islands (Scotland),39,SCO,Highland
1998,SHOJSV,1,01-Aug-98,0.5,25,20,20,1,0,0,0,0,100,8,2,32s,Intermediate uplands and Islands (Scotland),40,SCO,Orkney Islands
1998,GPKWZZ,1,01-Aug-98,0.4,2,3,3,4,0,5,90,5,0,-3.25,2,31s,Intermediate uplands and Islands (Scotland),39,SCO,Orkney Islands
1998,PEVPIP,1,30-Jul-98,2,8,6,8,3,0,40,60,0,0,-3.25,0,31s,Intermediate uplands and Islands (Scotland),39,SCO,Orkney Islands
1998,FGGQSX,1,31-Jul-98,0.5,5,5,4,1,1,2,70,8,20,-3.25,5,31s,Intermediate uplands and Islands (Scotland),39,SCO,Orkney Islands
1998,SXXOPZ,1,26-Jul-98,1.2,20,20,20,2,0,85,5,10,0,-7.75,5,32s,Intermediate uplands and Islands (Scotland),40,SCO,Shetland Islands
1998,BBIJIG,1,26-Jul-98,1.1,10,8,12,3,3,85,15,0,0,-7.75,0,31s,Intermediate uplands and Islands (Scotland),39,SCO,Shetland Islands
1998,LCLMLO,1,25-Jul-98,0.8,20,25,20,3,5,37,63,0,0,-3.25,20,32s,Intermediate uplands and Islands (Scotland),40,SCO,Shetland Islands
1998,NGQBRD,1,28-Jul-98,0.4,1,2,1,2,0,20,30,10,40,6.5,3,32s,Intermediate uplands and Islands (Scotland),40,SCO,Shetland Islands
1998,ZTHUIF,1,27-Jul-98,1.7,12,11,5,3,0,20,50,30,0,-3.25,0,31s,Intermediate uplands and Islands (Scotland),39,SCO,Shetland Islands
1998,YRGEZQ,1,31-Jul-98,11,20,25,30,5,0,95,5,0,0,-7.75,0,19e,Uplands (England),21,ENG,Cumbria
1998,MNGVAE,1,16-Aug-98,0.75,7,8,7,3,33,67,33,0,0,-7.75,0,22e,Uplands (England),22,ENG,North Yorkshire
1998,ETBVQS,1,18-Aug-98,3,10,3,5,4,0,10,85,3,2,-3.25,0,10e,Westerly lowlands (England),10,ENG,North Yorkshire
1998,VJURQL,1,26-Jul-98,1.25,5,5,5,4,0,15,85,0,0,-3.25,0,19e,Uplands (England),21,ENG,North Yorkshire
1998,HMGNQJ,1,23-Nov-98,0.6,11,14,12,3,0,50,30,20,0,-6.5,15,15e,Westerly lowlands (England),14,ENG,North Yorkshire
1998,JRAEIT,1,20-Aug-98,4,60,60,100,1,0,0,0,0,100,8,15,5w,Lowlands (Wales),41,WAL,Dyfed
1998,OSWDVT,1,18-Aug-98,7.2,180,120,280,2,0,80,20,0,0,-9,0,18w,Uplands (Wales),45,WAL,Clwyd
1998,ZHFXRY,1,10-Nov-98,3,20,25,20,4,0,70,30,0,0,-6.5,0,23e,Uplands (England),23,ENG,Cumbria
1998,LIMFZQ,1,24-Nov-98,2.1,20,13,19,2,0,1,74,10,15,-2,0,17w1,Uplands (Wales),17,WAL,Powys
