Site_Year,SiteID,Year,Abutilon theophrasti,Acalypha rhomboidea,Acalypha virginica,Acer negundo,Acer rubrum,Acer saccharinum,Acer saccharum,Achillea millefolium,Acorus americanus,Acorus calamus,Ageratina altissima,Agrimonia parviflora,Agrostis gigantea,Agrostis hyemalis,Alisma triviale,Alliaria petiolata,Allium mutablile,Allium vineale,Alopecurus carolinianus,Amaranthus rudis,Amaranthus tuberculatus,Ambrosia artemisiifolia,Ambrosia trifida,Ammannia coccinea,Ampelamus albidus,Amphicarpaea bracteata,Andropogon gerardii,Anemone canadensis,Angelica atropurpurea,Antenoron virginianum,Apios americana,Apocynum cannabinum,Apocynum sibiricum,Arctium minus,Arnoglossum plantaginea,Asclepias incarnata,Asclepias syriaca,Aster drummondii,Aster firmus,Aster lanceolatus,Aster lateriflorus,Aster novae-angliae,Aster ontarionis,Aster pilosus,Aster praealtus,Aster puniceus,Azolla mexicana,Barbarea vulgaris,Bidens aristosa,Bidens cernua,Bidens comosa,Bidens coronata,Bidens frondosa,Boehmeria cylindrica,Bolboschoenus fluviatilis,Boltonia asteroides,Bromus commutatus,Bromus inermis,Calamagrostis canadensis,Calamagrostis inexpansia,Calystegia sepium,Campanula aparinoides,Campanulastrum americanum,Campsis radicans,Cardamine parviflora,Carex alopecoidea,Carex annectens,Carex atherodes,Carex blanda,Carex brachyglossa,Carex cephalophora,Carex comosa,Carex conjuncta,Carex cristatella,Carex davisii,Carex frankii,Carex granularis,Carex grayi,Carex grisea,Carex haydenii,Carex hyalinolepis,Carex jamesii,Carex lacustris,Carex lupuliformis,Carex lupulina,Carex lurida,Carex molesta,Carex muskingumensis,Carex normalis,Carex pellita,Carex radiata,Carex scoparia,Carex shortiana,Carex sparganioides,Carex stipata,Carex stricta,Carex suberecta,Carex tribuloides,Carex trichocarpa,Carex vesicaria,Carex vulpinoidea,Carya cordiformis,Carya illinoensis,Cephalanthus occidentalis,Ceratophyllum demersum,Chamaechrista fasciculata,Chamaesyce humistrata,Chamaesyce maculata,Chamaesyce nutans,Chasmanthium latifolium,Chelone glabra,Chenopodium album,Cicuta bulbifera,Cinna arundinacea,Circaea lutetiana,Cirsium altissimum,Cirsium arvense,Cirsium discolor,Conium maculatum,Conoclinium coelestinum,Convolvulus arvensis,Conyza canadensis,Coreopsis tripteris,Cornus drummondii,Cornus obliqua,Cornus racemosa,Cornus rugosa,Cryptotaenia canadensis,Cuscuta polygonorum,Cyperus erythrorhizos,Cyperus esculentus,Cyperus odoratus,Cyperus squarrosus,Cyperus strigosus,Dactylis glomerata,Daucus carota,Desmodium illinoense,Digitaria sanguinalis,Diodia teres,Diospyros virginiana,Echinochloa colonum,Echinochloa crus-galli,Echinodorus berteroi,Eleocharis erythropoda,Eleocharis macrostachya,Eleocharis ovata,Eleocharis palustris,Elodea canadensis,Elymus canadensis,Elymus virginicus,Elytrigia repens,Epilobium coloratum,Equisetum arvense,Eragrostis pectinacea,Erechtites hieracifolia,Erigeron annuus,Erigeron strigosus,Eryngium yuccifolium,Eupatoriadelphus fistulosus,Eupatoriadelphus maculatus,Eupatorium altissimum,Eupatorium perfoliatum,Eupatorium serotinum,Euthamia graminifolia,Fallopia scandens,Festuca arundinacea,Festuca subverticillata,Fragaria virginiana,Frangula alnus,Fraxinus lanceolata,Galium aparine,Galium obtusum,Galium tinctorium,Galium triflorum,Geum canadense,Geum laciniatum,Glechoma hederacea,Gleditsia triacanthos,Glyceria grandis,Glyceria striata,Glycine max,Gratiola neglecta,Hackelia virginiana,Helenium autumnale,Helianthus grosseserratus,Helianthus tuberosus,Heteranthera reniformis,Hibiscus laevis,Hibiscus lasiocarpus,Hibiscus moscheutos,Hibiscus trionum,Hierochloe odorata,Hordeum jubatum,Humulus lupulus,Hypericum mutilum,Hypericum perforatum,Hypericum sphaerocarpum,Ilex decidua,Impatiens capensis,Impatiens pallida,Ipomoea hederacea,Ipomoea lacunosa,Ipomoea pandurata,Iris shrevei,Iva annua,Juglans nigra,Juncus dudleyi,Juncus effusus,Juncus interior,Juncus nodosus,Juncus tenuis,Lactuca serriola,Laportea canadensis,Leersia oryzoides,Leersia virginica,Lemna minor,Lemna trisulca,Lemna valdiviana,Leonurus cardiaca,Lepidium campestre,Leptochloa fascicularis,Leucospora multifida,Limnobium spongia,Lindernia anagallidea,Lobelia siphilitica,Lonicera japonica,Ludwigia alternifolia,Ludwigia palustris,Ludwigia peploides,Ludwigia polycarpa,Lycopus americanus,Lycopus uniflorus,Lycopus virginicus,Lysimachia ciliata,Lysimachia nummularia,Lysimachia terrestris,Lythrum alatum,Lythrum salicaria,Medicago sativa,Melilotus alba,Melilotus officinalis,Menispermum canadense,Mentha arvensis,Mentha x gracilis,Mimulus alatus,Mimulus ringens,Moehringia lateriflora,Mollugo verticillata,Monarda fistulosa,Morus alba,Muhlenbergia frondosa,Myriophyllum heterophyllum,Nepeta cataria,Nuphar advena,Nuphar variegatum,Oenothera biennis,Oenothera pilosella,Onoclea sensibilis,Oxalis fontana,Oxalis stricta,Parietaria pensylvanica,Parthenocissus quinquefolia,Pastinaca sativa,Penstemon digitalis,Penthorum sedoides,Persicaria amphibium,Persicaria cespitosa,Persicaria coccinea,Persicaria hydropiper,Persicaria hydropiperoides,Persicaria lapathifolia,Persicaria pensylvanica,Persicaria punctata,Persicaria setacea,Persicaria vulgaris,Phalaris arundinacea,Phleum pratense,Phlox maculata,Phragmites australis,Phyla lanceolata,Physalis subglabrata,Physostegia virginiana,Phytolacca americana,Pilea pumila,Plantago rugelii,Poa compressa,Poa pratensis,Poa sylvestris,Polygonum aviculare,Polygonum neglectum,Polygonum ramosissimum,Populus deltoides,Portulaca oleracea,Potamogeton foliosus,Potamogeton nodosus,Potentilla norvegica,Potentilla simplex,Proserpinaca palustris,Prunella vulgaris,Prunus serotina,Pycnanthemum tenuifolium,Pycnanthemum virginianum,Quercus palustris,Ranunculus abortivus,Ranunculus longirostris,Ranunculus pensylvanicus,Ranunculus septentrionalis,Ratibida pinnata,Reynoutria japonica,Rhamnus cathartica,Ribes americanum,Ribes missouriense,Robinia pseudoacacia,Rorippa palustris,Rosa multiflora,Rosa setigera,Rotala ramosior,Rubus allegheniensis,Rubus occidentalis,Rubus pensilvanicus,Rudbeckia laciniata,Ruellia strepens,Rumex altissimus,Rumex crispus,Rumex verticillatus,Sagittaria latifolia,Salix interior,Salix nigra,Sambucus canadensis,Samolus parviflorus,Sanicula canadensis,Sanicula odorata,Schoenoplectus acutus,Schoenoplectus tabernaemontani,Scirpus atrovirens,Scirpus georgianus,Scutellaria lateriflora,Senecio glabellus,Senna marilandica,Setaria faberi,Setaria glauca,Setaria viridis,Sicyos angulatus,Sida spinosa,Silene nivea,Silphium integrifolium,Silphium laciniatum,Silphium perfoliatum,Smilax tamnoides,Solanum carolinense,Solanum dulcamara,Solidago altissima,Solidago gigantea,Solidago juncea,Sonchus arvensis,Sparganium eurycarpum,Spartina pectinata,Spermacoce glabra,Sphenopholis intermedia,Spiraea alba,Spirodela polyrhiza,Stachys hispida,Stachys pilosa,Stellaria media,Symphoricarpos orbiculatus,Taraxacum officinale,Taxodium distichum,Teucrium canadense,Thalictrum dasycarpum,Thalictrum revolutum,Thelypteris palustris,Toxicodendron radicans,Tracaulon sagittatum,Tradescantia ohiensis,Tragopogon pratensis,Tridens flavus,Trifolium pratense,Trifolium repens,Typha angustifolia,Typha latifolia,Ulmus americana,Ulmus rubra,Urtica gracilis,Utricularia gibba,Utricularia macrorhiza,Verbena hastata,Verbena urticifolia,Verbesina alternifolia,Vernonia fasciculata,Vernonia gigantea,Vernonia missurica,Veronica arvensis,Veronica peregrina,Viburnum recognitum,Viola sororia,Vitis cinerea,Vitis riparia,Vitis vulpina,Wolffia braziliensis,Wolffia columbiana,Wolffiella gladiata,Xanthium strumarium,Zea mays
018001W_2,018001W,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29726997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55611729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14661274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
018201W_2,018201W,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169697,0,0,0,0,0,0,0,0.017454545,0,0,0,0,0.051878788,0,0,0,0,0.023272727,0,0,0.03030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001454545,0,0,0,0,0,0,0,0.007272727,0,0,0,0,0,0,0,0,0.004363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146666667,0,0,0,0,0,0,0,0,0,0.000242424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018181818,0,0.026909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001939394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01769697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018424242,0,0,0.075636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085818182,0,0,0,0,0,0,0,0,0,0,0,0.010181818,0,0,0,0,0,0,0,0,0,0,0.011878788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018181818,0,0,0,0,0,0,0,0,0,0,0.094787879,0,0,0,0,0,0.312727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000242424,0,0.000242424,0,0,0,0,0,0,0,0
018601W_2,018601W,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176211454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082819383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010572687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015859031,0,0,0.021145374,0,0,0,0.213215859,0,0,0,0,0,0,0,0.005286344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005286344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005286344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230837004,0,0,0.233480176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
018701W_2,018701W,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018499486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065262076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015416238,0,0,0,0,0,0,0,0.896711202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004110997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
021802W_2,021802W,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005097706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012744265,0,0,0,0.012744265,0,0,0,0.969413764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
022001W_2,022001W,2,0,0,0,0.000178508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00535523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287754373,0,0,0,0,0,0,0,0,0,0,0.00535523,0,0,0,0.001071046,0,0,0,0,0,0.094966084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048911103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018743306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000535523,0,0,0,0,0,0,0,0,0,0,0.001249554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373081042,0,0.001071046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016065691,0,0,0,0,0,0,0,0.01767226,0,0,0,0,0,0,0,0,0,0.006426276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030524813,0,0,0,0,0,0,0,0,0.053373795,0,0,0,0,0,0.013923599,0,0,0,0,0.005533738,0,0,0,0,0,0,0,0,0,0.018207783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
022302W_2,022302W,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013836693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368978476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005124701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025623505,0,0,0,0,0,0,0,0,0,0,0.00102494,0,0,0,0,0,0,0,0,0.012811753,0,0,0,0,0,0,0,0.089682269,0,0,0,0.034335497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021523744,0,0.006320465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104202255,0.006149641,0,0,0.005124701,0,0,0,0.041851725,0,0,0.064058763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086436625,0,0,0,0.00102494,0,0,0.020498804,0,0,0.009395285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081995217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
022901W_2,022901W,2,0,0,0,0.000190042,0,0,0,0,0,0,0,0,0,0,0,0.008171798,0,0.000190042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026795895,0,0,0,0,0.002280502,0.010262258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156974534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001330293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002280502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414291144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002280502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005701254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005701254,0,0,0,0,0.122196883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000190042,0.005701254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006841505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071835804,0,0.023755226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002280502,0,0,0,0,0.023185101,0,0,0,0,0,0.107373622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000190042,0,0,0,0,0,0,0,0
025701W_2,025701W,2,0.001481116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001727968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097506788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001481116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008886695,0,0,0,0,0,0,0,0,0.007405579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013576895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011848926,0,0,0,0,0,0.168353493,0,0,0,0.007405579,0,0,0,0,0,0,0,0,0,0,0,0.016292274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007405579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656627993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
031806W_2,031806W,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27281746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021825397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046626984,0,0,0,0,0,0,0,0.005952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001984127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005952381,0,0.003968254,0,0,0.011904762,0,0,0,0,0,0,0.005952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003968254,0.003968254,0,0,0,0.011904762,0,0,0.013888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001984127,0,0,0,0,0,0,0.344246032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009920635,0,0,0,0,0.001984127,0,0,0,0,0,0,0,0,0,0,0.003968254,0,0,0,0,0,0,0,0,0,0,0,0.203373016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
035207W_2,035207W,2,0,0.009624283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006662965,0,0,0,0,0,0.239311494,0.001110494,0,0,0,0,0,0,0,0,0,0,0,0.002035906,0,0,0,0,0,0,0,0,0.089579863,0,0,0,0,0,0,0,0,0,0,0,0,0.047196002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080880992,0,0,0,0.006662965,0,0,0,0,0.101425134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114751064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058856191,0,0,0,0,0,0,0,0.013881177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015176754,0,0,0,0,0,0,0,0,0,0,0,0.005552471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014436424,0,0,0,0,0,0,0,0,0,0,0,0.014621507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011290024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001110494,0,0,0,0,0,0,0.040533037,0,0,0,0,0,0,0,0,0,0,0.100869887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024430872,0,0,0,0,0,0,0,0,0,0,0,0,0,0
