Site_Year,SiteID,Year,Abutilon theophrasti,Acalypha rhomboidea,Acalypha virginica,Acer negundo,Acer rubrum,Acer saccharinum,Acer saccharum,Achillea millefolium,Acorus americanus,Acorus calamus,Ageratina altissima,Agrimonia parviflora,Agrostis gigantea,Agrostis hyemalis,Alisma triviale,Alliaria petiolata,Allium mutablile,Allium vineale,Alopecurus carolinianus,Amaranthus rudis,Amaranthus tuberculatus,Ambrosia artemisiifolia,Ambrosia trifida,Ammannia coccinea,Ampelamus albidus,Amphicarpaea bracteata,Andropogon gerardii,Anemone canadensis,Angelica atropurpurea,Antenoron virginianum,Apios americana,Apocynum cannabinum,Apocynum sibiricum,Arctium minus,Arnoglossum plantaginea,Asclepias incarnata,Asclepias syriaca,Aster drummondii,Aster firmus,Aster lanceolatus,Aster lateriflorus,Aster novae-angliae,Aster ontarionis,Aster pilosus,Aster praealtus,Aster puniceus,Azolla mexicana,Barbarea vulgaris,Bidens aristosa,Bidens cernua,Bidens comosa,Bidens coronata,Bidens frondosa,Boehmeria cylindrica,Bolboschoenus fluviatilis,Boltonia asteroides,Bromus commutatus,Bromus inermis,Calamagrostis canadensis,Calamagrostis inexpansia,Calystegia sepium,Campanula aparinoides,Campanulastrum americanum,Campsis radicans,Cardamine parviflora,Carex alopecoidea,Carex annectens,Carex atherodes,Carex blanda,Carex brachyglossa,Carex cephalophora,Carex comosa,Carex conjuncta,Carex cristatella,Carex davisii,Carex frankii,Carex granularis,Carex grayi,Carex grisea,Carex haydenii,Carex hyalinolepis,Carex jamesii,Carex lacustris,Carex lupuliformis,Carex lupulina,Carex lurida,Carex molesta,Carex muskingumensis,Carex normalis,Carex pellita,Carex radiata,Carex scoparia,Carex shortiana,Carex sparganioides,Carex stipata,Carex stricta,Carex suberecta,Carex tribuloides,Carex trichocarpa,Carex vesicaria,Carex vulpinoidea,Carya cordiformis,Carya illinoensis,Cephalanthus occidentalis,Ceratophyllum demersum,Chamaechrista fasciculata,Chamaesyce humistrata,Chamaesyce maculata,Chamaesyce nutans,Chasmanthium latifolium,Chelone glabra,Chenopodium album,Cicuta bulbifera,Cinna arundinacea,Circaea lutetiana,Cirsium altissimum,Cirsium arvense,Cirsium discolor,Conium maculatum,Conoclinium coelestinum,Convolvulus arvensis,Conyza canadensis,Coreopsis tripteris,Cornus drummondii,Cornus obliqua,Cornus racemosa,Cornus rugosa,Cryptotaenia canadensis,Cuscuta polygonorum,Cyperus erythrorhizos,Cyperus esculentus,Cyperus odoratus,Cyperus squarrosus,Cyperus strigosus,Dactylis glomerata,Daucus carota,Desmodium illinoense,Digitaria sanguinalis,Diodia teres,Diospyros virginiana,Echinochloa colonum,Echinochloa crus-galli,Echinodorus berteroi,Eleocharis erythropoda,Eleocharis macrostachya,Eleocharis ovata,Eleocharis palustris,Elodea canadensis,Elymus canadensis,Elymus virginicus,Elytrigia repens,Epilobium coloratum,Equisetum arvense,Eragrostis pectinacea,Erechtites hieracifolia,Erigeron annuus,Erigeron strigosus,Eryngium yuccifolium,Eupatoriadelphus fistulosus,Eupatoriadelphus maculatus,Eupatorium altissimum,Eupatorium perfoliatum,Eupatorium serotinum,Euthamia graminifolia,Fallopia scandens,Festuca arundinacea,Festuca subverticillata,Fragaria virginiana,Frangula alnus,Fraxinus lanceolata,Galium aparine,Galium obtusum,Galium tinctorium,Galium triflorum,Geum canadense,Geum laciniatum,Glechoma hederacea,Gleditsia triacanthos,Glyceria grandis,Glyceria striata,Glycine max,Gratiola neglecta,Hackelia virginiana,Helenium autumnale,Helianthus grosseserratus,Helianthus tuberosus,Heteranthera reniformis,Hibiscus laevis,Hibiscus lasiocarpus,Hibiscus moscheutos,Hibiscus trionum,Hierochloe odorata,Hordeum jubatum,Humulus lupulus,Hypericum mutilum,Hypericum perforatum,Hypericum sphaerocarpum,Ilex decidua,Impatiens capensis,Impatiens pallida,Ipomoea hederacea,Ipomoea lacunosa,Ipomoea pandurata,Iris shrevei,Iva annua,Juglans nigra,Juncus dudleyi,Juncus effusus,Juncus interior,Juncus nodosus,Juncus tenuis,Lactuca serriola,Laportea canadensis,Leersia oryzoides,Leersia virginica,Lemna minor,Lemna trisulca,Lemna valdiviana,Leonurus cardiaca,Lepidium campestre,Leptochloa fascicularis,Leucospora multifida,Limnobium spongia,Lindernia anagallidea,Lobelia siphilitica,Lonicera japonica,Ludwigia alternifolia,Ludwigia palustris,Ludwigia peploides,Ludwigia polycarpa,Lycopus americanus,Lycopus uniflorus,Lycopus virginicus,Lysimachia ciliata,Lysimachia nummularia,Lysimachia terrestris,Lythrum alatum,Lythrum salicaria,Medicago sativa,Melilotus alba,Melilotus officinalis,Menispermum canadense,Mentha arvensis,Mentha x gracilis,Mimulus alatus,Mimulus ringens,Moehringia lateriflora,Mollugo verticillata,Monarda fistulosa,Morus alba,Muhlenbergia frondosa,Myriophyllum heterophyllum,Nepeta cataria,Nuphar advena,Nuphar variegatum,Oenothera biennis,Oenothera pilosella,Onoclea sensibilis,Oxalis fontana,Oxalis stricta,Parietaria pensylvanica,Parthenocissus quinquefolia,Pastinaca sativa,Penstemon digitalis,Penthorum sedoides,Persicaria amphibium,Persicaria cespitosa,Persicaria coccinea,Persicaria hydropiper,Persicaria hydropiperoides,Persicaria lapathifolia,Persicaria pensylvanica,Persicaria punctata,Persicaria setacea,Persicaria vulgaris,Phalaris arundinacea,Phleum pratense,Phlox maculata,Phragmites australis,Phyla lanceolata,Physalis subglabrata,Physostegia virginiana,Phytolacca americana,Pilea pumila,Plantago rugelii,Poa compressa,Poa pratensis,Poa sylvestris,Polygonum aviculare,Polygonum neglectum,Polygonum ramosissimum,Populus deltoides,Portulaca oleracea,Potamogeton foliosus,Potamogeton nodosus,Potentilla norvegica,Potentilla simplex,Proserpinaca palustris,Prunella vulgaris,Prunus serotina,Pycnanthemum tenuifolium,Pycnanthemum virginianum,Quercus palustris,Ranunculus abortivus,Ranunculus longirostris,Ranunculus pensylvanicus,Ranunculus septentrionalis,Ratibida pinnata,Reynoutria japonica,Rhamnus cathartica,Ribes americanum,Ribes missouriense,Robinia pseudoacacia,Rorippa palustris,Rosa multiflora,Rosa setigera,Rotala ramosior,Rubus allegheniensis,Rubus occidentalis,Rubus pensilvanicus,Rudbeckia laciniata,Ruellia strepens,Rumex altissimus,Rumex crispus,Rumex verticillatus,Sagittaria latifolia,Salix interior,Salix nigra,Sambucus canadensis,Samolus parviflorus,Sanicula canadensis,Sanicula odorata,Schoenoplectus acutus,Schoenoplectus tabernaemontani,Scirpus atrovirens,Scirpus georgianus,Scutellaria lateriflora,Senecio glabellus,Senna marilandica,Setaria faberi,Setaria glauca,Setaria viridis,Sicyos angulatus,Sida spinosa,Silene nivea,Silphium integrifolium,Silphium laciniatum,Silphium perfoliatum,Smilax tamnoides,Solanum carolinense,Solanum dulcamara,Solidago altissima,Solidago gigantea,Solidago juncea,Sonchus arvensis,Sparganium eurycarpum,Spartina pectinata,Spermacoce glabra,Sphenopholis intermedia,Spiraea alba,Spirodela polyrhiza,Stachys hispida,Stachys pilosa,Stellaria media,Symphoricarpos orbiculatus,Taraxacum officinale,Taxodium distichum,Teucrium canadense,Thalictrum dasycarpum,Thalictrum revolutum,Thelypteris palustris,Toxicodendron radicans,Tracaulon sagittatum,Tradescantia ohiensis,Tragopogon pratensis,Tridens flavus,Trifolium pratense,Trifolium repens,Typha angustifolia,Typha latifolia,Ulmus americana,Ulmus rubra,Urtica gracilis,Utricularia gibba,Utricularia macrorhiza,Verbena hastata,Verbena urticifolia,Verbesina alternifolia,Vernonia fasciculata,Vernonia gigantea,Vernonia missurica,Veronica arvensis,Veronica peregrina,Viburnum recognitum,Viola sororia,Vitis cinerea,Vitis riparia,Vitis vulpina,Wolffia braziliensis,Wolffia columbiana,Wolffiella gladiata,Xanthium strumarium,Zea mays
172601W_2,172601W,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061520934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031899744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024779265,0,0,0,0,0,0,0,0,0,0,0,0.005126745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000284819,0,0,0.400455711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000284819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134149815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018798063,0,0,0,0,0,0,0,0,0.001708915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001708915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319282256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173607W_2,173607W,2,0,0,0,0,0,0,0,0,0,0,0,0,0.052369077,0,0,0,0,0,0,0,0.074812968,0,0,0.017456359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03117207,0,0,0,0,0,0.002493766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012468828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071487947,0,0,0,0,0,0,0.027431421,0,0,0,0,0,0,0.133832086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004987531,0,0,0,0,0,0,0,0,0.014962594,0,0,0,0,0,0,0,0,0,0.096009975,0,0,0,0,0.287614298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014962594,0,0,0,0,0,0,0,0,0.03117207,0,0,0,0,0,0.076891106,0,0,0,0,0,0,0,0,0,0,0,0.002493766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002493766,0,0,0,0,0,0,0,0,0,0,0.002493766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002493766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039900249,0
001101W_3,001101W,3,0,0,0,0,0,0,0,0.005687204,0,0,0,0,0.008151659,0,0,0,0,0,0,0,0,0.000189573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021042654,0.027298578,0.005687204,0,0.006824645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008341232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001137441,0.464454976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056303318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001137441,0,0,0,0.005687204,0,0.019905213,0,0,0,0,0,0,0,0,0,0,0,0,0.005687204,0,0,0,0,0,0,0,0,0.001137441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078483412,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006824645,0,0,0,0,0,0,0,0,0,0,0.001327014,0,0,0,0,0,0.018388626,0,0,0,0,0,0,0.000189573,0,0,0,0,0.019905213,0,0,0.005687204,0,0,0,0,0,0,0.005687204,0,0,0,0,0,0,0,0,0,0.014028436,0,0,0,0,0,0.006824645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084549763,0,0,0.003791469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005687204,0,0,0,0,0,0,0,0,0,0,0.001137441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001137441,0,0.011374408,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011374408,0.002274882,0.014218009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.028436019,0,0,0,0,0,0,0,0
001801W_3,001801W,3,0,0,0,0,0,0,0,0,0,0,0,0,0.02260111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484734338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001189532,0,0,0,0,0,0,0,0,0,0,0,0,0.001189532,0,0,0.033306899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198255,0,0,0,0,0,0,0.001189532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031522601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003568596,0,0,0.067605075,0,0,0,0,0,0,0,0,0,0,0.033306899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014274385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045598731,0.249008723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001189532,0.005947661,0,0,0,0.000198255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003370341,0,0,0,0,0,0,0,0
005004W_3,005004W,3,0,0,0,0.001395024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000232504,0,0,0,0,0,0,0,0,0.001395024,0,0,0,0,0,0,0.072308765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108114392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001395024,0,0.017902813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.590560335,0,0,0,0,0,0,0,0.000465008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030690537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130202279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045338293,0,0,0,0,0,0
014803W_3,014803W,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016528926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003305785,0,0,0,0,0,0,0,0.021487603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217630854,0,0,0,0.020661157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016528926,0,0,0,0.000550964,0,0,0,0.692837466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001652893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000275482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008539945,0
016001W_3,016001W,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344482318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066893907,0,0,0,0,0,0,0,0,0,0.380059651,0,0,0.116105667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092458458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
018001W_3,018001W,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235582468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529123414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185986159,0.049307958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
018201W_3,018201W,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001410106,0,0,0,0,0.043008226,0,0,0,0,0.000235018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002820212,0,0,0,0,0,0,0,0,0.005640423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007285546,0,0,0,0,0,0,0,0,0.001410106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135370153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002820212,0,0,0,0,0.004230317,0,0,0,0,0,0,0.001410106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012690952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032432432,0,0,0,0,0,0,0.004230317,0,0,0.000235018,0,0,0,0,0.074030552,0,0,0,0,0,0,0,0,0,0,0,0.015981199,0,0,0,0,0,0,0,0,0,0,0.168507638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016921269,0,0,0,0,0,0.004700353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035957697,0.007050529,0,0,0,0,0.419506463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002115159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
018601W_3,018601W,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001783591,0,0,0,0.192033294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001783591,0.115041617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039239001,0,0,0.007134364,0,0,0,0,0,0,0.563614744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079369798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
018701W_3,018701W,3,0.00263081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080385852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026308097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002338498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149079217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017538731,0,0,0,0.181818182,0,0,0,0.539608302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
